Ion;Extraction;ET;Mols;Strain;Diet;Sex;Age;Age.Cohort;HMDB05843;HMDB11749;HMDB12815;HMDB00718;HMDB00092;HMDB00008;HMDB00187;HMDB01858;HMDB03905;HMDB03156;HMDB04230;HMDB00870;HMDB00444;HMDB00300;HMDB01164;HMDB00562;HMDB00076;HMDB00453;HMDB00323;HMDB00162;HMDB00134;HMDB00019;HMDB00535;HMDB12249;HMDB00883;HMDB00202;HMDB00407;HMDB00167;HMDB01527;HMDB04072;HMDB01406;HMDB01488;HMDB03903;HMDB01084;HMDB00079;HMDB00267;HMDB00070;HMDB00666;HMDB00725;HMDB00064;HMDB00687;HMDB00622;HMDB00168;HMDB00317;HMDB00191;HMDB00156;HMDB03224;HMDB00034;HMDB12128;HMDB11659;HMDB04989;HMDB12153;HMDB00224;HMDB03431;HMDB06331;HMDB00392;HMDB00894;HMDB00393;HMDB01988;HMDB00482;HMDB02284;HMDB01552;HMDB01263;HMDB06831;HMDB00208;HMDB01218;HMDB00641;HMDB00182;HMDB06779;HMDB00148;HMDB00694;HMDB00227;HMDB00696;HMDB00956;HMDB00283;HMDB04487;HMDB01859;HMDB00292;HMDB00020;HMDB03667;HMDB01476;HMDB13253;HMDB12251;HMDB00177;HMDB02320;HMDB04362;HMDB01241;HMDB00959;HMDB00462;HMDB12241;HMDB10721;HMDB00798;HMDB00339;HMDB00991;HMDB00225;HMDB02820;HMDB00555;HMDB03459;HMDB00486;HMDB02038;HMDB04077;HMDB00321;HMDB01424;HMDB00205;HMDB00174;HMDB12246;HMDB02005;HMDB00159;HMDB02334;HMDB00375;HMDB06462;HMDB03584;HMDB01545;HMDB00263;HMDB00289;HMDB00001;HMDB04980;HMDB00341;HMDB00721;HMDB00511;HMDB06488;HMDB00701;HMDB01264;HMDB12149;HMDB06028;HMDB00893;HMDB03357;HMDB00812;HMDB02201;HMDB00904;HMDB06355;HMDB00259;HMDB02043;HMDB01240;HMDB00122;HMDB00158;HMDB00247;HMDB01565;HMDB00272;HMDB06348;HMDB10724;HMDB02373;HMDB12150;HMDB01276;HMDB11635;HMDB06029;HMDB11717;HMDB00206;HMDB04823;HMDB00590;HMDB12710;HMDB11165;HMDB11745;HMDB01896;HMDB00094;HMDB00127;HMDB00954;HMDB00565;HMDB03966;HMDB04998;HMDB10729;HMDB00704;HMDB06406;HMDB00603;HMDB00638;HMDB00731;HMDB00832;HMDB00107;HMDB00792;HMDB00201;HMDB11667;HMDB04231;HMDB01451;HMDB01925;HMDB00860;HMDB02203;HMDB11714;HMDB00682;HMDB03581;HMDB10727;HMDB00910;HMDB06802;HMDB00114;HMDB13279;HMDB00888;HMDB00387;HMDB00856;HMDB00824;HMDB11150;HMDB01300;HMDB03764;HMDB00350;HMDB00212;HMDB00099;HMDB10325;HMDB00560;HMDB00033;HMDB00499;HMDB01228;HMDB00933;HMDB11175;HMDB13267;HMDB00618;HMDB03219;HMDB02335;HMDB01434;HMDB12161;HMDB01974;HMDB13125;HMDB11725;HMDB00038;HMDB00194;HMDB10730;HMDB00826;HMDB02366;HMDB13286;HMDB00296;HMDB02327;HMDB01931;HMDB01526;HMDB02012;HMDB00736;HMDB04086;HMDB04195;HMDB12273;HMDB00220;HMDB00086;HMDB13161;HMDB00124;HMDB11171;HMDB01551;HMDB00497;HMDB00050;HMDB04081;HMDB10733;HMDB10734;HMDB13238;HMDB01388;HMDB00673;HMDB01358;HMDB00827;HMDB01068;HMDB11685;HMDB01852;HMDB01062;HMDB01067;HMDB01043;HMDB04269;HMDB00125;HMDB05060;HMDB00031;HMDB00553;HMDB01016;HMDB02156;HMDB05045;HMDB00095;HMDB12252;HMDB12799;HMDB02088;HMDB05023;HMDB02183;HMDB02121;HMDB06528;HMDB02226;HMDB02884;HMDB00944;HMDB06591;HMDB01922;HMDB00045;HMDB04080;HMDB11681;HMDB00353;HMDB03601;HMDB11539;HMDB02685;HMDB02007;HMDB06273;HMDB00037;HMDB11153;HMDB01439;HMDB00949;HMDB02368;HMDB03180;HMDB02886;HMDB00418;HMDB02304;HMDB03572;HMDB02082;HMDB11575;HMDB00912;HMDB11543;HMDB00280;HMDB01984;HMDB00447;HMDB12575;HMDB05022;HMDB03556;HMDB01341;HMDB10334;HMDB00416;HMDB03474;HMDB07852;HMDB11152;HMDB11589;HMDB11118;HMDB06898;HMDB00513;HMDB10321;HMDB01396;HMDB06321;HMDB00036;HMDB04135;HMDB06455;HMDB11496;HMDB10386;HMDB10385;HMDB07010;HMDB00548;HMDB11762;HMDB00286;HMDB11499;HMDB10400;HMDB05774;HMDB01898;HMDB07021;HMDB12146;HMDB10361;HMDB07033;HMDB07217;HMDB04953;HMDB02429;HMDB07353;HMDB07121;HMDB00757;HMDB07858;HMDB07266;HMDB07901;HMDB07868;HMDB12085;HMDB08835;HMDB07941;HMDB07940;HMDB07938;HMDB09347;HMDB08946;HMDB07949;HMDB10580;HMDB07889;HMDB01248;HMDB10602;HMDB07991;HMDB04975;HMDB08457;HMDB01275;HMDB10611;HMDB07989;HMDB06502;HMDB12107;HMDB10166;HMDB10166;HMDB12316;HMDB05370;HMDB09821;HMDB04047;HMDB09929;HMDB09999
1343;NH24_R;679;25;BXD40;CD;F;578;3;15444;1035;2106;7815;47488;40676;14852;7495;10100;2603;16668;6259;9468;65299;6926;33986;8019;2065;2449;59451;15231;7557;17469;5347;115608;327197;4364;18432;5644;7190;23517;7826;50729;3604;112620;232617;5047;6126;5467;6854;320862;22733;11077;4610;29159;98852;2164;1564091;1416;2637;1526;7802;20866;741;163193;6877;7871;30343;6246;11193;643;1283;37703;5193;4480;2742;904174;119274;55207;155279;25228;10118;7641;1334;9457;6244;5860;433691;21699;7530;11679;1420;4508;189231;2756;9588;2396;7306;11845;3369;10306;26376;31822;976;6081;2468;5062;2575;3739;2152;4476;67643;3216;9487;13202;1260;7637;86762;28835;6631;120276;22480;5579;1179;87254;6332;10064;6518;5246;18983;1526;11751;11977;2987;3909;13598;8708;4345;1642;5602;39529;1495;6276;1270;260842;46634;28119;3410;48673;2472;5857;3971;1842;959;7622;19164;32403;8331;3847;22744;7473;3090;2299;916;34109;4569;2523;184955;5859;2937;4669;1180;1598;10618;173158;534;1621;4219;13160;7608;8667;2035;5405;11507;6302;10093;2859;8639;2831;4498;9346;1886;129183;1714;6509;3433;2530;1726;665;49314;10576;9419;12652;7820;13626;6395;2080;20316;3358;7851;3117;2011;45779;2795;3739;1598;5616;2143;2554;20102;10697;4101;3743;86525;2024;10423;227649;4968;6313;5254;3860;4013;3266;6014;4168;2722855;9274;1765;129011;7119;2388;2467;31478;39655;28952;15191;893;365167;2990968;6575;1837556;55131;2766;8456;14427;3860;344284;6522;123808;18325;10256;22869;14385;949;5069;11733;589;1442;709;2184;164321;3648;26087;15666;2658;8444;1571;15796;282153;548;104980;2894;1812;1399;2646;2150;7778;3225;1111;6053;11683;3960;4449;8487;29028;3383;1715950;10834;2737;4575;2401;2275;3638;3410;1123;2290;2118;48704;3785;3589;2422;6394;3230;1996;4113;2909;2417;2389;1906;1497;16798984;3279;780;20541;7446;6017;2020;677;669;19094;2072;640;1627;2880;536;1789;2338;4737;10771;2699;1764;3459;6601;9665;6602;2215;2900;1400;1681;216172;264713;765806;145525;27548;1289891;1168138;55720;30207;2263;139548;31063;2254;5850;2272;58692;54393;6714;4853;49839;49839;3584;2027;9925;1888;6082;3442
1344;NH24_R;679;25;BXD40;CD;F;578;3;14016;1352;1817;7961;45634;39917;16672;7545;11263;2410;17451;6059;10038;65794;7331;33016;8622;2630;2758;60317;15194;8122;16626;5917;118917;316703;5119;19790;5669;6427;23907;8117;50320;4468;111569;227966;5772;6095;6238;6913;318326;22339;11640;4853;29645;95235;2179;1565656;1831;2509;1540;7954;20076;883;166812;7028;7947;31280;6001;13185;766;1393;36032;5388;4913;2462;892198;117618;57385;151907;26133;9409;7243;1082;9963;6319;5440;423906;22631;7478;10232;1021;3140;186756;2264;8849;2792;7515;13754;3411;11328;26076;31101;1075;6117;2222;4837;3144;3933;2561;5958;68934;3153;9655;13259;940;7612;83070;26470;6817;109681;23709;5527;1000;84665;5170;9680;6644;4558;18900;1867;13406;10211;3383;3597;12905;9126;4417;1495;5806;39028;1708;6281;1314;266223;45534;30963;3954;45356;2011;5686;4099;1879;853;7575;17739;32737;7471;3972;21354;7784;2490;2553;778;34078;3786;2128;179180;5657;3074;4076;1276;1434;10563;179386;550;1360;3810;14061;7664;8474;1759;5769;11616;7091;9815;2904;8194;3139;4511;9842;1579;125546;1619;7301;3181;2749;1742;558;47123;10438;8276;13100;8173;12123;6436;2067;20602;5033;7621;4030;2141;43159;2944;5273;1455;5830;2360;2583;20793;10871;4226;4118;87359;1593;9854;226963;4461;6584;4618;3848;4916;3326;5375;4259;2817882;9080;2284;126270;7373;2793;2625;30438;37853;29292;14847;1125;386299;3125139;6009;1882994;52258;2821;8445;14846;4111;365711;6852;111685;19809;9566;24520;14556;1281;5414;12302;592;1492;777;2236;170099;3430;27634;14322;3043;8228;1649;16278;274905;705;100589;2468;2220;1601;2731;2285;7548;3390;1251;5950;11331;4345;5236;7583;27726;3376;1677134;10644;2617;4317;2417;2081;3908;3253;1235;2224;1845;46416;3348;3085;2662;5579;2961;2052;3931;2971;2340;2526;2093;1253;16528070;3465;438;20752;7729;6072;2490;662;717;17725;1946;613;1744;2636;685;2144;2107;4829;12015;2977;2041;3292;6459;9304;7208;2063;2935;1573;1481;225701;281711;758524;142704;28704;1339809;1167430;56959;29510;2408;140636;30438;1917;6231;2743;59654;56390;6518;4483;48569;48569;3476;1736;8911;2016;6583;3707
1345;NH24_D;1323;50;BXD43;HF;F;367;2;1163;1114;1602;6077;33990;28276;19212;6025;7980;1316;9455;7182;12784;35311;4220;28065;11576;2037;940;58188;33165;6837;8652;5305;127232;286456;8551;27729;4830;6805;22137;8318;82424;3891;72043;199372;2608;4775;6737;5425;350027;22994;14824;2730;38655;187983;1801;928924;673;1713;1166;6940;16467;807;150477;3898;6992;47315;4109;11267;1279;2951;14540;1324;7224;1318;534234;131657;53222;119214;29809;5777;6514;3838;8784;4548;5318;144082;7174;2850;7267;1131;3445;242139;6335;4551;2025;3936;9797;2419;11973;25957;10504;412;3999;2137;4328;2402;3536;2659;4688;76390;3123;8977;10752;992;5065;117192;20846;4781;1433060;82303;5619;1427;215522;2664;3649;3668;5468;20322;1661;12663;29348;2004;5965;12195;5188;11962;1307;6377;202721;1745;3070;998;290577;62915;28649;2125;28983;1114;4984;4289;1411;815;3128;28864;25126;14496;61095;38656;8360;3022;3422;878;46020;7297;1406;252805;3747;2076;5756;1483;1636;3527;144578;636;1687;2574;10778;7058;6544;1580;2469;5128;6650;5195;2079;5801;2551;3969;10304;1965;131026;1136;5708;4261;3116;1182;800;93937;6766;3285;7393;8323;22937;5713;3077;26200;4659;3690;5058;1634;24543;1666;3852;1457;3933;1682;1149;18702;5432;2459;4395;100349;1676;11762;84127;4958;2740;9465;1747;4250;2051;5680;4448;5084481;11710;1447;116721;7146;9767;2205;21853;5104;39913;17333;1217;473075;7124141;6088;2286211;51432;9078;10938;11630;2181;1406349;3548;128483;130092;20122;30056;11432;2518;12604;21017;561;2745;1212;3272;605234;3156;145360;138109;6857;9247;1418;1762;713887;703;92051;5609;1634;1541;2997;23041;8360;3651;985;2319;15718;3752;5393;4748;30193;1629;50416;4243;792;3066;2420;2045;15737;2425;1438;2257;1571;119934;1489;2669;1949;14607;3785;2159;1364;2623;2567;2485;1369;1298;26701770;20018;541;34279;19544;10763;2034;952;698;85016;4434;739;2480;1449;436;1259;3111;4128;40686;3125;1418;1711;10643;10140;9039;4531;2315;1083;1624;58641;147196;362797;111095;37237;1195717;1139679;17801;30177;2186;70732;31743;2256;5293;1708;72224;74472;4497;3264;29137;29137;2886;1596;12098;2696;5120;3227
1346;NH24_D;1323;50;BXD43;HF;F;367;2;1148;1138;1508;5994;33392;25641;19109;5969;8460;1561;8739;7639;11444;36207;4261;29295;11612;1943;731;57975;32717;6088;9922;5216;125638;275928;8188;27402;5053;6800;23449;8574;79419;3706;70938;195868;3120;4718;6423;4307;345243;22801;14417;2537;38025;188841;1946;919770;594;1868;1351;5986;16143;706;148615;4011;5975;41256;4488;12635;1055;2977;14473;1081;7909;1648;516386;140329;50803;110966;27694;5920;5620;3834;9448;4356;6068;135960;7333;2462;6531;1039;3075;238648;5651;4315;2318;3514;8914;3133;10583;26033;9660;597;4233;2289;3820;2273;3417;2620;5518;74756;2908;8286;11719;1058;4049;116247;19947;5071;1390693;82795;5759;972;207048;2598;2838;3509;5184;21659;1613;11907;29565;1660;5267;11660;4565;11380;1238;5378;193453;1747;3902;1063;285520;60163;26633;1853;27972;1190;4541;4051;1364;744;3484;28958;24499;14531;57940;37081;8755;3140;3569;844;43054;6706;1229;244642;3990;2572;6061;1213;1201;3359;150054;480;1522;2163;11140;6820;5961;1273;2144;5425;6796;5234;2167;5631;2470;4305;10704;2128;128850;1144;4968;3900;2862;1574;854;93295;7032;3097;7509;7723;23227;5534;2997;26649;4480;3701;4953;1406;24273;2009;4222;1201;3513;1487;1106;18676;5473;2577;4346;109342;1722;10932;81990;4372;2741;10550;1796;4867;2274;5407;5228;5842090;11553;1953;111996;6469;11891;2453;21143;5446;39834;17642;1048;524074;8090791;6512;2556695;48341;8370;11790;10809;2620;1656897;3501;118269;153806;24060;31575;10763;2736;12226;19090;590;2952;1012;3031;714506;2902;166619;161255;7479;9592;1293;1399;683318;893;92617;5552;1673;1740;3234;25378;8897;3451;1070;2694;14803;4344;6828;5048;30584;1547;44298;5006;833;2534;3012;1915;18008;2220;1233;2331;1683;116878;1413;2423;2045;15504;4130;2359;928;2671;2675;2256;1240;1877;26695100;19858;839;40160;20520;10775;2159;835;896;81419;4221;626;2238;1711;632;1319;4162;4734;47447;3943;1521;2148;12397;9314;9774;5132;2451;1247;1359;71483;171688;397700;120656;41261;1466214;1319746;21896;30987;2065;73234;33842;2296;6682;1976;77478;77465;4884;3759;32505;32505;2258;1835;12934;2536;4565;3203
1347;NH24_D;2154;50;BXD43;CD;F;381;2;13136;1253;1198;6615;58404;24505;19061;7964;14395;1926;16012;9890;16176;72255;4790;30836;8603;2619;697;49756;60468;6689;11037;7244;103231;275269;4245;26307;4777;11315;31294;7208;110472;4967;176422;320466;6933;4398;7166;9785;304393;25654;12649;2700;91125;424027;2512;1948523;2317;3293;1289;7992;22031;1131;150662;5450;7171;47986;4257;10006;764;5443;12057;7490;11282;1690;1479874;124820;55405;218393;30159;12405;6317;1903;16285;5436;5907;280931;12452;6840;10575;1239;3868;318393;4262;7548;3050;6315;14510;3149;10035;25436;8217;1252;5943;2011;4325;3519;3520;4970;4710;136816;4160;10225;28137;890;4136;109400;17960;6737;1318089;91409;8049;1659;147262;4373;8495;4434;6880;18732;1863;10335;29355;2808;7515;11939;9279;7433;1571;5226;157347;2117;4549;1256;372672;54769;33223;2723;58455;3097;5901;4101;1626;979;7652;53578;27024;10539;43676;25728;10026;3453;2941;986;72050;11495;2304;330175;5314;3383;5796;1353;2025;10542;102279;703;1875;2345;13182;6748;6673;1126;4297;8377;9048;7621;2814;24855;4518;3653;14181;2654;142211;1397;6205;2938;3147;1044;688;183039;8771;6167;17261;9834;43698;9904;2409;32904;4375;5952;3866;1676;42651;2621;5210;1411;4438;1566;1967;19697;5014;3706;4711;139019;1721;20348;237091;5661;9844;13062;2975;5992;2695;11194;5210;3952126;11230;1481;114750;7516;5778;2950;41186;15934;44511;22540;953;1138536;8000424;7195;2127449;56957;5727;13024;18373;4706;1014865;5272;140859;47365;17988;24002;15873;1015;7159;29905;707;2438;1001;2703;694192;4235;116025;41346;4341;8172;1399;2687;613636;887;75799;3930;2019;1498;2861;8116;9665;4105;1278;4134;10486;4294;5268;9555;36947;1328;71598;7374;1235;5197;2676;2417;4014;1996;1205;2007;3349;147088;2876;4028;2686;8558;2907;1675;1603;1984;2033;2070;1623;1136;8825107;2103;570;25916;9495;5731;2081;632;942;71422;1916;653;2261;1596;553;1147;1901;8580;11085;6476;1244;2030;9021;160785;6937;9183;2051;1280;1698;220923;304696;647889;100091;32310;1396259;1270043;38712;31405;3075;112098;35697;2580;7837;1852;74179;73931;7151;5736;38606;38606;3506;2293;11063;1780;5596;4288
1348;NH24_D;2154;50;BXD43;CD;F;381;2;11516;1411;1145;6112;55751;24266;19547;8048;14105;1967;16737;8672;15705;71692;5136;32791;9266;2463;998;49351;62184;7708;11387;7374;107142;257818;4655;26183;5025;11090;34759;9013;112294;4467;178613;323651;7272;4428;7566;9331;308094;26698;12695;3234;90436;433789;2780;1969409;2441;3179;1298;8445;22787;892;149333;4876;6624;48539;4480;9970;848;5120;12822;7438;11856;2055;1462148;132088;54481;212206;31753;11728;7246;2009;15621;4857;6177;283294;12845;6992;10637;1364;4452;325603;3446;8152;2668;5926;16023;2649;9906;26411;8224;981;6115;2149;5095;3139;3551;4473;4654;139146;3588;9623;27656;962;4040;107553;17681;6410;1292603;90527;7889;2173;146344;4843;8486;4291;6919;18000;2244;10286;27235;2400;7129;11288;8565;8514;1722;5200;153070;2008;4761;1412;374327;56650;35527;2658;57743;2844;5735;4483;1676;836;7320;52143;26239;10220;42492;25402;10115;3481;2539;940;70074;11043;2632;332885;4993;3442;6163;1694;1929;10543;99930;565;1549;2690;13676;6678;7019;1475;4724;8580;9678;7948;2986;23855;4706;4380;14482;2491;143248;1694;6069;2871;2937;1350;597;183248;8370;6411;19051;10212;44531;9961;2535;33919;4902;5505;3837;1454;42171;2349;5882;1668;5145;1720;1767;19172;4426;3315;4633;136232;1473;20943;236991;5423;9691;11716;2950;5209;5088;11604;4847;3899490;11240;1208;112440;7275;5579;2716;38735;15301;42784;22192;414;1067521;7688407;7137;2137724;54613;5251;12786;17396;4634;983860;5313;138464;46806;17712;27050;14835;1075;6942;28311;768;2346;783;2915;666155;4337;112170;40531;5184;7717;1871;2822;597799;776;73593;3958;2026;1337;3337;8602;9880;4493;1067;4538;9713;3529;5294;9570;35755;1024;70595;7146;908;4426;2429;2545;3626;2219;1158;2194;3211;145022;2930;3620;2797;8416;2952;2078;1604;1971;1827;2194;1527;1185;8267053;2479;554;24413;8504;5327;1954;520;806;68500;2197;591;1855;1668;555;1543;1876;8905;10252;6528;1150;2130;9281;157953;6656;9115;2142;1511;1783;231920;317395;655367;101261;33188;1403231;1284697;39900;31481;2952;109303;34833;2997;8684;1808;74235;75377;6488;5826;40989;40989;3690;3053;11032;1994;5948;3929
1349;NH24;1589;111.5;C57BL/6J;CD;M;419;2;18229;1590;1665;8164;40265;31639;16645;9025;12452;3207;11275;9301;15485;39644;12408;32669;10836;4484;2587;73667;21196;9764;24063;9425;118342;301884;10482;22708;4884;15740;18932;6961;63379;4042;151119;206689;8380;6457;9055;6647;355309;24036;17751;5738;51654;136368;2505;1151674;969;2011;1903;7185;27071;603;159226;8509;9250;36051;8496;9803;712;1545;31129;1408;11785;2196;1222136;125272;55693;147825;48009;11987;9080;2117;11099;6677;6303;157746;10772;8954;7547;1560;5309;292199;11718;13071;6522;8798;18268;4482;12511;22499;23717;906;6232;2153;6861;2787;2927;1827;7004;58356;3919;13346;18898;1044;8902;112591;24236;9295;146644;15977;5537;1410;247534;7759;8467;6637;7035;11682;1939;25166;10406;8389;8453;10400;7821;5799;2547;5343;86311;1684;6530;1435;251354;62444;26304;4184;38881;3903;6609;3906;1684;828;12345;78041;32620;11494;4861;69770;13774;4039;3640;917;67968;7819;3171;479772;3326;4790;3529;1375;2619;14969;124127;763;3232;5121;14886;7475;9007;1591;6081;14532;10306;10408;3202;12533;4785;5037;15602;2088;114843;1171;6281;2629;5805;2114;424;53840;13734;12942;7968;6772;8254;3225;2854;21796;7269;11930;7638;1769;61960;4704;5922;1709;7385;1927;3491;19733;10032;4743;3647;128560;4052;8171;103263;5042;8979;6440;4353;5670;3313;12595;4017;2260895;12450;2180;165118;10376;1529;4014;24454;8375;28490;17766;898;92579;829858;10985;1703873;68193;4938;5596;14394;3976;134377;9079;226227;15324;4039;21506;12354;1180;5750;73285;718;1758;683;3099;62868;5095;12370;7417;2665;7761;2517;2860;1193518;857;177178;4656;4299;2275;4159;1568;6598;6480;908;3288;15432;3124;5841;10135;16861;739;17477;7031;1118;4253;3014;2529;3410;7318;2122;2928;5738;110470;2635;4503;2468;9428;1920;1939;1234;4483;2385;2685;6798;2092;23919004;13576;956;8687;10844;7672;1982;904;416;83471;3658;718;3200;4057;410;1114;3156;2292;5125;1910;2653;2651;2589;6547;4745;1553;1703;1074;1480;51976;71176;317415;68352;6553;122724;232659;12671;9775;2832;70525;9766;2074;3670;1454;16181;17767;5777;2465;30755;30755;2488;1678;4695;2977;4553;2802
1350;NH24;1589;111.5;C57BL/6J;CD;M;419;2;19439;1277;2038;8482;39067;33006;17235;9869;13245;3022;11719;9466;15578;40081;12138;31765;12093;3869;3199;75146;22241;9945;24355;9874;122353;296326;10037;23051;4892;14810;17453;7122;63353;4124;148508;202610;8170;6493;9639;7529;359082;23821;16355;5161;51436;129981;2778;1168917;943;2017;1689;7795;26347;750;158218;8722;9822;37639;9611;10023;860;1415;30381;1158;11857;2855;1213316;136230;53563;144744;46480;11941;9541;1996;10739;6634;7056;159333;10823;7999;7078;1458;5230;300482;11825;13293;7193;8561;18437;4873;12423;21375;21905;999;6373;2461;6591;2656;3695;2402;6809;60886;3606;13324;19921;937;9323;112204;22278;8372;136883;15357;5319;1358;246576;9092;8045;5637;6369;11287;2311;25517;9912;8586;8986;11609;7456;5800;2516;5648;86155;1536;6966;1424;256380;60263;27244;4499;38617;4191;6314;3482;2194;1114;11804;77953;32423;10703;4380;66842;14707;3748;4201;1050;70868;7709;3576;477850;4145;5005;3017;1568;2476;15331;116989;704;3016;4818;16161;6905;8876;1640;6037;14282;10295;10411;3394;14075;4226;5186;15088;1598;117174;1077;7058;2451;5304;2567;460;49695;13130;13340;7454;6617;7799;3754;3115;21549;5761;11405;7214;1382;61664;4559;5926;1917;7006;1968;3218;19572;10512;4734;3264;124274;3904;7933;105044;5488;9169;5901;3499;5293;3302;12223;3932;2100725;12636;1938;159477;10553;972;4264;24304;8645;28942;16685;1106;73568;651852;11099;1664722;67027;4646;5891;13462;3613;106560;7907;219891;13085;3907;22291;11253;921;4803;71516;525;1571;816;2912;47086;5269;9471;6048;2888;8160;2505;2566;1177919;976;171286;4687;4459;2024;3997;1600;6405;7059;1057;3270;15203;3097;5890;11294;15966;700;17964;6150;1045;5197;2712;2165;3246;7668;2116;2721;5839;110746;2219;4735;2510;8014;2208;2364;1725;4272;1880;3561;6418;1648;23757502;12482;927;8024;10211;7002;2109;828;481;82636;3896;729;3004;4187;649;892;3496;1821;4282;1607;2616;3082;2004;5355;4601;1693;1486;1204;1389;47065;68553;303275;68294;6417;103326;213212;10661;8691;2613;63265;8450;2132;3764;1599;13294;16320;5090;2917;29415;29415;2575;1572;4682;3358;4519;2697
1351;NH24;1504;100;BXD44;CD;F;364;2;3844;1152;1812;12638;22522;11093;17207;11749;6827;4560;7714;3135;18791;24219;13586;49172;7904;14198;985;42512;11259;14045;14766;4220;69504;85259;3406;10448;6262;12364;14335;7896;31477;5157;38407;201066;4027;8223;4690;3972;191547;29060;5594;4226;20046;58102;3588;402115;404;1417;3625;8662;17010;1057;237819;8110;7250;31796;20180;20910;1399;1381;9011;2286;3429;1573;232434;61316;76880;55089;24453;4912;5774;5426;6971;8135;8484;70743;9643;9873;8783;2293;3180;74369;2316;11641;2316;4103;5837;7144;35596;60847;7623;739;7286;3127;16157;2748;5494;1361;5732;47182;3382;20000;15421;1435;4710;58321;46141;8142;130108;12461;6096;1549;39697;3971;5323;10455;4403;50034;2090;5921;12051;25553;4515;33824;5430;2207;1545;7652;66927;3351;10079;2457;102867;44812;85863;5787;13180;2048;15339;14880;2517;1603;7595;12144;69199;8505;10225;9540;8431;1801;2186;889;57545;3235;2951;87365;3786;6262;7891;1592;1541;14968;444070;1017;2812;13181;43131;6230;11753;4539;5710;8823;4575;6908;4479;5191;2729;19774;67881;2571;42035;3840;14091;6660;3558;2895;854;93940;6166;14438;3607;6354;13733;3895;1808;80644;6511;15623;3221;4471;13529;7048;3051;1376;3360;1469;950;26570;7895;1788;8647;281265;2069;24501;43287;15011;4326;31744;2914;9920;2919;5344;3619;2540692;7771;3579;54381;6169;1556;3170;7510;4368;47654;23122;1414;84353;869506;14906;1827768;15710;2337;10966;5432;1942;171972;3078;59053;15031;3829;24116;3829;776;4407;7135;658;4817;639;3676;91083;3976;14896;10290;2461;8897;1185;3993;179750;368;26162;1981;1048;1156;4568;2001;3103;2942;823;2374;4512;3406;4443;5011;12400;512;24834;5220;980;1666;2774;2542;1181;1700;963;2426;3013;31566;2796;5479;3345;6393;870;2721;1429;2289;1625;2379;1232;706;6645837;2303;582;4252;5433;3824;2557;229;448;22556;1584;415;1903;1528;194;519;1701;1323;6843;732;952;1502;2375;14078;1939;1381;600;412;1197;14867;24307;73918;20201;5448;116871;131851;2963;5807;1156;49808;7088;1553;2224;782;27984;26235;2203;2320;19396;19396;1472;827;4332;635;3815;2056
1352;NH24;1504;100;BXD44;CD;F;364;2;3784;1144;1508;12083;23475;11279;16657;10845;6797;5084;7878;3676;18386;23889;14397;46536;9454;13156;877;45608;11898;14284;14239;4350;69980;86710;3600;10343;7064;11012;15752;7390;31804;5035;41334;206848;4162;7648;5037;3432;197820;29900;5989;4614;22884;60464;2934;425925;422;1655;3205;8622;16659;964;238192;7975;7474;30629;19117;21722;1319;1365;8188;2106;3971;1563;245848;61438;78778;55072;24517;5212;5465;6337;7493;9188;8065;74224;10245;8536;7832;2467;3458;78028;2319;10148;1912;2931;6629;7075;32615;59794;7321;711;7499;2534;14802;2069;4766;1415;4539;49252;3192;19964;13578;1307;4172;62281;46152;7940;154627;14080;5703;1462;43935;3271;5608;10253;4458;49855;1738;6111;12881;24976;3762;32632;5573;2481;2025;7892;77956;2580;10587;2199;109284;48509;98206;5893;14364;1904;14793;14132;2596;1421;7198;13549;66442;8214;12038;10028;9861;2162;2473;737;58318;3382;3024;91759;3664;6442;6704;1508;1351;14505;433034;850;2691;12842;39929;6689;12323;4428;5496;8426;5375;6998;5158;5487;3385;20197;67053;2178;45553;3347;14266;6672;3563;2059;970;99968;7005;13122;3531;7262;14313;3497;1628;79511;6397;16319;3696;3725;14624;7335;3315;1450;3148;1484;1159;26454;8114;1687;9023;271654;2388;24393;47404;13941;4228;30756;3508;9769;5340;5518;3446;2378378;8027;3499;62633;5675;1313;2839;8127;4738;46327;21946;1431;80699;801096;12795;1762112;17116;2317;11133;5343;1872;159032;3439;65798;13993;3271;23535;3892;735;4237;7373;515;4592;617;3634;85622;3467;14281;10028;2442;9301;1401;4103;189777;431;27375;1991;1246;1390;4427;1801;3644;2573;713;2513;3582;3792;4057;5282;11909;625;26172;5590;1171;1641;2467;2674;952;2137;1097;2051;2925;33658;2473;5745;2946;6631;797;2288;1432;2050;1791;2635;1387;715;7085805;2241;325;4171;4784;3166;2516;315;573;25748;1872;437;1760;1429;226;466;1952;1392;6568;651;917;1642;2343;15007;1555;1089;482;440;1454;14727;23733;68683;19094;5084;112111;127250;2740;5583;1214;45929;7001;1633;2103;737;27655;26174;1942;2215;19244;19244;1505;846;4332;553;3299;1724
